"","municipality","code","DP","state","year","eb_ntp","eb_nmr","eb_ndvr","eb_npir","eb_nubr","nimr","Litr","nmpr","nmrpr"
"10956","Supía",17777,17,"Caldas",2012,9991.32763638003,9996.62167229894,9997.26004707876,9980.09938928383,92.586918439831,981.991,NA,NA,NA
"10957","Junín",25372,25,"Cundinamarca",2012,9997.28564418937,9998.99803168738,9998.92163782915,9992.57702479997,89.674358546683,982.666,NA,NA,NA
"10958","Charalá",68167,68,"Santander",2012,9985.76564798807,9998.41865279645,9993.06628793591,9960.39286836754,92.6268219327242,984.780830730141,NA,NA,NA
"10959","El Carmen de Bolívar",13244,13,"Bolívar",2012,9995.21740137555,9998.52472388141,9987.5268611781,9985.81213165372,93.8212575026757,970.993,NA,NA,NA
"10960","La Montañita",18410,18,"Caquetá",2012,9998.34162449375,9992.12482310696,9998.72597804237,9985.18396620188,94.1512081177517,973.65,NA,NA,NA
"10961","Villapinzón",25873,25,"Cundinamarca",2012,9997.90134222306,9999.28885124227,9998.56105985479,9997.14386269883,88.8676066989192,986.278687650437,NA,NA,NA
"10962","Carmen del Darién",27150,27,"Chocó",2012,9999.20568820613,9992.66623175981,9999.60064847824,9998.58358117441,93.4326977967881,954.85,NA,NA,NA
"10963","Barranquilla",8001,8,"Atlántico",2012,9961.15393898414,9997.07811397544,9991.1181141665,9973.93662959131,91.4717303914269,985.670091574389,NA,NA,NA
"10964","Túquerres",52838,52,"Nariño",2012,9992.09873892999,9996.75933226572,9989.06162750314,9964.64399641197,90.4818037250167,982.914611347913,NA,NA,NA
"10965","Tinjacá",15808,15,"Boyacá",2012,9986.33546234219,9999.21341241149,9990.52866447671,9978.2657263927,91.2581190903099,983.371702331021,NA,NA,NA
"10966","La Capilla",15380,15,"Boyacá",2012,9996.38134981639,9999.19336972075,9994.91650853692,9974.33214604412,90.9925776327693,984.747819249294,NA,NA,NA
"10967","Medio San Juan",27450,27,"Chocó",2012,9999.06843169235,9998.50414707178,9999.79518567077,9997.56608130563,92.4994860389232,949.174226210981,NA,NA,NA
"10968","Florencia",18001,18,"Caquetá",2012,9963.41098158893,9995.63712618221,9968.31265781951,9954.28796738289,93.1668541204062,985.926116163201,NA,NA,NA
"10969","Chiscas",15180,15,"Boyacá",2012,9997.63330939629,9999.30425723537,9994.84795407627,9992.11724292632,90.2643835439146,977.068405755888,NA,NA,NA
"10970","El Playón",68255,68,"Santander",2012,9994.89898460201,9998.59190009778,9979.74125582509,9978.2669826097,92.8143102221657,980.234930543332,NA,NA,NA
"10971","San Bernardo del Viento",23675,23,"Córdoba",2012,9999.49225810243,9998.98653919366,9999.49134308557,9998.10220949016,92.8232815080361,979.338680167876,NA,NA,NA
"10972","San Luis de Gaceno",15667,15,"Boyacá",2012,9994.80311177174,9999.34590800747,9995.52380513257,9990.23869766586,90.5838207093053,984.907,NA,NA,NA
"10973","Sopó",25758,25,"Cundinamarca",2012,9997.42324698942,9999.15575661618,9996.92615257661,9994.70061262765,89.5117997537912,989.035318308961,NA,NA,NA
"10974","Cañasgordas",5138,5,"Antioquia",2012,9998.59850260684,9995.20115840009,9999.22595333186,9999.0061420381,91.7769370010241,973.471453381607,NA,NA,NA
"10975","Yacopí",25885,25,"Cundinamarca",2012,9998.11917858561,9998.64544001016,9999.31031646377,9997.34928435259,91.1002133774545,978.729952362756,NA,NA,NA
"10976","Suárez",73770,73,"Tolima",2012,9991.72260308388,9996.50410940216,9997.60089259533,9972.68463345311,93.5274812757156,982.8766,NA,NA,NA
"10977","Puerto Berrío",5579,5,"Antioquia",2012,9991.76194176319,9992.05746385814,9990.01872429528,9967.72177512907,91.8484356199671,984.13,NA,NA,NA
"10978","Jambaló",19364,19,"Cauca",2012,9997.79790710313,9998.00343508511,9999.88751971698,9996.20930172445,92.7279109188667,974.82454636109,NA,NA,NA
"10979","San Francisco",5652,5,"Antioquia",2012,9997.90808648538,9992.27822418656,9998.61981767537,9996.54783490947,91.4237773900922,976.200532243404,NA,NA,NA
"10980","San Luis",5660,5,"Antioquia",2012,9998.73385470223,9996.84367662557,9998.99576220185,9997.87172810148,91.5490215071672,982.52,NA,NA,NA
"10981","San Pedro",70717,70,"Sucre",2012,9989.00868339817,9999.18421062273,9994.4788269462,9985.04460473712,91.5503875968992,977.38781844889,NA,NA,NA
"10982","San Antonio",73675,73,"Tolima",2012,9997.08058992795,9996.74064813561,9999.3489006714,9971.21763322115,93.2306835356807,978.111340522566,NA,NA,NA
"10983","La Esperanza",54385,54,"Norte de Santander",2012,9996.11482601501,9996.48433191063,9992.7660916655,9976.62097006718,94.2489035122954,987.8,NA,NA,NA
"10984","Puerto Arica",91536,91,"Amazonas",2012,9996.0923963463,9998.64312948615,9993.14145881187,9992.09835848486,94.4266495836003,952.949054474288,NA,NA,NA
"10985","Castilla la Nueva",50150,50,"Meta",2012,9996.71299919817,9995.31209506767,9992.49082761479,9984.07477501948,94.2866282789507,980.200436843668,NA,NA,NA
"10986","Santander de Quilichao",19698,19,"Cauca",2012,9972.22013964193,9992.5178191892,9997.88317553319,9971.17939421433,93.507415549753,982.45,NA,NA,NA
"10987","La Pintada",5390,5,"Antioquia",2012,9994.92256860982,9996.47327246443,9998.71823042362,9996.93842796597,90.9733145546579,984.571764049688,NA,NA,NA
"10988","Carmen de Carupa",25154,25,"Cundinamarca",2012,9997.86273073087,9999.01185834544,9998.94680606295,9997.2778493727,87.6394585940787,981.040357877147,NA,NA,NA
"10989","La Virginia",66400,66,"Risaralda",2012,9983.65179024552,9994.70270189556,9984.91204074079,9950.55017248433,91.9148994250132,985.177,NA,NA,NA
"10990","San Benito",68673,68,"Santander",2012,9992.45485585489,9998.49530835776,9991.84481936516,9983.46060823106,92.6827504294419,979.544652137674,NA,NA,NA
"10991","Puerto Nare",5585,5,"Antioquia",2012,9998.68734982276,9994.53382881475,9997.7679739679,9997.64352005811,90.3871876877874,982.755958709282,NA,NA,NA
"10992","San Marcos",70708,70,"Sucre",2012,9989.13752342792,9997.6010280065,9992.29968610085,9984.36314023093,91.5503875968992,972.149572134848,NA,NA,NA
"10993","La Playa",54398,54,"Norte de Santander",2012,9993.99486898985,9997.61734489569,9995.37441706359,9990.95649059373,94.2060641438911,981.590892411854,NA,NA,NA
"10994","Puerto Santander",91669,91,"Amazonas",2012,9996.85324898718,9998.64312948615,9995.96530512842,9995.4275184237,94.4266495836003,955.023970091584,NA,NA,NA
"10995","Ciénega",15189,15,"Boyacá",2012,9997.76433850115,9999.32009074185,9991.84699892936,9984.72182805603,90.5748562948812,983.714351131588,NA,NA,NA
"10996","La Jagua del Pilar",44420,44,"La Guajira",2012,9994.29427228725,9998.44593488209,9997.65167633425,9993.9454415893,91.5525871879351,980.9,NA,NA,NA
"10997","La Gloria",20383,20,"Cesar",2012,9996.05760434243,9997.69694692641,9999.36046417375,9986.3671732645,91.8756724667173,979.652764082006,NA,NA,NA
"10998","San Luis",73678,73,"Tolima",2012,9993.77100280376,9998.74596607031,9999.05704241749,9982.92422797032,93.6152995775521,971.85,NA,NA,NA
"10999","Chipatá",68179,68,"Santander",2012,9993.8980802065,9998.50967138216,9993.14875461604,9986.1182515859,92.6488736247416,986.568940728099,NA,NA,NA
"11000","La Pedrera",91407,91,"Amazonas",2012,9997.49694710951,9998.64312948615,9997.38650074048,9997.06226908414,94.4266495836003,949.159,NA,NA,NA
"11001","San Rafael",5667,5,"Antioquia",2012,9998.90842301226,9998.56625269596,9998.6360891292,9998.7796262902,92.4091803878978,983.835280278363,NA,NA,NA
"11002","La Chorrera",91405,91,"Amazonas",2012,9997.22807843472,9998.64312948615,9996.86245016533,9996.46258091744,94.4266495836003,953.749,NA,NA,NA
"11003","Santa Rosa",19701,19,"Cauca",2012,9997.42169916547,9997.13950313973,9998.96582966332,9992.4558964568,92.2353977282798,966.563561624402,NA,NA,NA
"11004","San Juan de Rioseco",25662,25,"Cundinamarca",2012,9997.44375667664,9998.65995984206,9999.00027189394,9994.59929896793,91.3947070360869,986.668742658126,NA,NA,NA
"11005","Zona Bananera",47980,47,"Magdalena",2012,9998.98894258846,9995.60197839645,9998.68732601258,9995.95733348266,92.2060512962564,980.93700858793,NA,NA,NA
"11006","La Cumbre",76377,76,"Valle del Cauca",2012,9978.1244872417,9993.52859592806,9993.58015562034,9977.32137239879,91.2624455458186,983.273475869504,NA,NA,NA
"11007","La Paz",68397,68,"Santander",2012,9990.85252074631,9998.51183599321,9993.31170981926,9976.94425570012,92.5974947539209,981.02,NA,NA,NA
"11008","La Dorada",17380,17,"Caldas",2012,9973.33885494199,9995.59886696867,9991.33314266968,9983.30309306053,92.9263251140634,986.370789560446,NA,NA,NA
"11009","La Jagua de Ibirico",20400,20,"Cesar",2012,9992.88960009578,9997.41122059502,9999.55630674413,9995.13018518114,91.9273461288907,979.331778890042,NA,NA,NA
"11010","Pueblo Rico",66572,66,"Risaralda",2012,9993.33815404664,9995.22512466971,9991.79495975471,9981.17763512123,94.2053393459423,970.36,NA,NA,NA
"11011","Los Palmitos",70418,70,"Sucre",2012,9993.22928148252,9998.95578353347,9992.51586870324,9984.88300095537,91.5503875968992,978.207135877759,NA,NA,NA
"11012","La Celia",66383,66,"Risaralda",2012,9995.50235614101,9996.06706828716,9993.88131246503,9986.0790723663,91.787872054842,987.54177515914,NA,NA,NA
"11013","La Macarena",50350,50,"Meta",2012,9998.01166197207,9997.47084128926,9997.89103619828,9992.76818882336,94.2866282789507,974.83,NA,NA,NA
"11014","Cerro de San Antonio",47161,47,"Magdalena",2012,9997.68293105266,9998.00401637518,9997.23800450013,9992.27441717233,92.8247776595591,977.528379627597,NA,NA,NA
"11015","Samaná",17662,17,"Caldas",2012,9996.07195063169,9997.33265239082,9998.08480422531,9994.08806447276,92.6678983184846,986.761,NA,NA,NA
"11016","San Francisco",86755,86,"Putumayo",2012,9991.94444149616,9997.63081891481,9988.53659558429,9995.99632242562,94.4742364187456,985.337265968758,NA,NA,NA
"11017","Úmbita",15842,15,"Boyacá",2012,9998.84148610331,9999.50809175554,9993.04936863839,9987.4439987317,90.1680890787762,982.846486264452,NA,NA,NA
"11018","San Cristóbal",13620,13,"Bolívar",2012,9998.18697620768,9998.33964429952,9992.34090630006,9994.92867559556,91.2172112521117,976.212311568144,NA,NA,NA
"11019","Río Iró",27580,27,"Chocó",2012,9999.52147097836,9998.57638110461,9998.30297249598,9999.14401248664,93.4399329311036,955.9441,NA,NA,NA
"11020","Malambo",8433,8,"Atlántico",2012,9990.93943449897,9998.09131523476,9997.02119181371,9991.53266355391,91.4020815752358,982.862774277453,NA,NA,NA
"11021","Arenal",13042,13,"Bolívar",2012,9999.23133289371,9997.91697305454,9999.33037565142,9997.43705913828,92.4148350614773,979.744954205832,NA,NA,NA
"11022","Convención",54206,54,"Norte de Santander",2012,9996.14924187089,9988.48464568529,9995.73146849721,9987.94267396676,93.6720340754734,987.222784672132,NA,NA,NA
"11023","Quípama",15580,15,"Boyacá",2012,9997.45930610714,9999.44748158099,9996.80918714438,9984.6733729319,90.7469122711816,978.163681844758,NA,NA,NA
"11024","Bojacá",25099,25,"Cundinamarca",2012,9994.20348564369,9998.34245298719,9995.49359904538,9989.01876692399,89.394906921219,987.013710485516,NA,NA,NA
"11025","Chivor",15236,15,"Boyacá",2012,9995.33660863355,9999.13498263401,9993.60724484386,9974.1755042047,90.1369109742594,980.52,NA,NA,NA
"11026","Momil",23464,23,"Córdoba",2012,9998.92373034323,9998.62957559352,9999.50534058824,9997.44782439387,92.7035594606285,980.827132664031,NA,NA,NA
"11027","Acacías",50006,50,"Meta",2012,9984.29969817688,9996.36594054417,9983.76329030178,9973.73216594505,94.2866282789507,980.845479006266,NA,NA,NA
"11028","Necoclí",5490,5,"Antioquia",2012,9999.05248558417,9998.13329042053,9997.29248102843,9997.04001113852,93.0523829213459,965.931876422252,NA,NA,NA
"11029","Moñitos",23500,23,"Córdoba",2012,9999.35987820772,9999.31295815785,9997.38384928012,9998.80610589813,90.9566705432605,973.94,NA,NA,NA
"11030","El Tablón de Gómez",52258,52,"Nariño",2012,9999.53813574601,9998.63314973074,9998.72206712985,9996.6635565633,91.2193327807732,980.14672263011,NA,NA,NA
"11031","Ciénaga de Oro",23189,23,"Córdoba",2012,9998.60195049511,9998.3981085748,9998.77683695151,9997.8380114267,91.3483178785874,969.332373077081,NA,NA,NA
"11032","Mapiripán",50325,50,"Meta",2012,9998.12432585405,9995.51504441808,9998.47708579164,9994.86153389954,94.2866282789507,959.7,NA,NA,NA
"11033","Mompós",13468,13,"Bolívar",2012,9998.10404660595,9998.74059891262,9996.45359374391,9988.15066082037,90.5948097520751,977.293,NA,NA,NA
"11034","Cucaita",15224,15,"Boyacá",2012,9988.58856910138,9998.58208945983,9986.34729409716,9966.18646655373,89.8739631055755,983.327967869187,NA,NA,NA
"11035","Lorica",23417,23,"Córdoba",2012,9998.83072936988,9997.91476751069,9998.17162824216,9996.40573675261,93.7299883576401,982.009,NA,NA,NA
"11036","San José de Miranda",68684,68,"Santander",2012,9991.34787744465,9998.41887246894,9987.95530782074,9975.65774372039,92.6701527180898,982.432,NA,NA,NA
"11037","Pesca",15542,15,"Boyacá",2012,9996.49726636802,9998.32805250113,9994.87814760584,9974.29152916112,90.1095974038443,981.370532979429,NA,NA,NA
"11038","Chachagüí",52240,52,"Nariño",2012,9985.89536980701,9998.05574787341,9998.75573990896,9986.32873011936,90.1976811066938,984.382580127071,NA,NA,NA
"11039","Santa Lucía",8675,8,"Atlántico",2012,9998.18317543766,9997.99077199197,9995.42465305725,9996.15052280248,91.3439865755694,971.285861185504,NA,NA,NA
"11040","Líbano",73411,73,"Tolima",2012,9972.95331488447,9997.2674688303,9998.85191772721,9947.33692642991,93.5327182176225,978.67,NA,NA,NA
"11041","Nunchía",85225,85,"Casanare",2012,9991.86992583496,9997.2246514951,9998.73929021026,9976.36585144616,94.1732096256582,962.53231303495,NA,NA,NA
"11042","Altos del Rosario",13030,13,"Bolívar",2012,9998.97611886287,9998.56500536647,9998.50117115744,9995.0353511955,92.0453418608062,973.279,NA,NA,NA
"11043","Santa Bárbara",68705,68,"Santander",2012,9991.37725643008,9998.30336764919,9986.16061606809,9981.28494779264,92.6419888251368,981.848627877097,NA,NA,NA
"11044","Buenavista",23079,23,"Córdoba",2012,9998.35661339914,9995.52035224479,9996.01500699089,9996.99958767995,91.8933629813503,974.902654394567,NA,NA,NA
"11045","Ricaurte",52612,52,"Nariño",2012,9999.65054897314,9994.01961076997,9997.94034821214,9984.38384647313,91.7988136486581,958.294,NA,NA,NA
"11046","La Guadalupe",94885,94,"Guainía",2012,9993.9076922713,9998.81816593141,9989.72631147423,9988.18209531857,92.1787969873666,965.107797537723,NA,NA,NA
"11047","Elías",41244,41,"Huila",2012,9992.68860701487,9996.74996600889,9993.92647680382,9975.96696977637,93.6298235832548,983.023712927686,NA,NA,NA
"11048","Policarpa",52540,52,"Nariño",2012,9999.00300504781,9988.19584500134,9995.96986681786,9988.86847249258,91.4468460012225,984.020552661955,NA,NA,NA
"11049","Gutiérrez",25339,25,"Cundinamarca",2012,9996.38426707268,9998.76965255,9997.42142773622,9996.84633102345,88.5679593987753,980.474094228492,NA,NA,NA
"11050","San Zenón",47703,47,"Magdalena",2012,9998.90589106739,9997.24716481099,9996.7010100138,9997.43419887855,91.2693608774811,981.188303023025,NA,NA,NA
"11051","San Lorenzo",52687,52,"Nariño",2012,9998.17094024781,9998.12209332336,9999.11586067616,9995.72622639994,90.932689906187,979.946948383273,NA,NA,NA
"11052","Belén",15087,15,"Boyacá",2012,9998.52014638777,9999.43806356501,9994.50137334798,9984.19911035063,89.4188367735456,986.434365749196,NA,NA,NA
"11053","Piendamó",19548,19,"Cauca",2012,9986.94649468477,9999.06407040712,9997.33305005386,9981.76234175963,92.6459716858472,982.118454316163,NA,NA,NA
"11054","Firavitoba",15272,15,"Boyacá",2012,9993.77124598955,9998.71077654547,9986.18119998635,9988.30363067267,91.1941139450365,986.554607967656,NA,NA,NA
"11055","Unguía",27800,27,"Chocó",2012,9999.05242319823,9996.37769207191,9999.79247390039,9998.1709223637,93.124532291343,974.399697121519,NA,NA,NA
"11056","Pisba",15550,15,"Boyacá",2012,9989.81672048877,9999.09227454317,9992.3218556112,9959.15272244275,90.7890951410061,971.65,NA,NA,NA
"11057","San Luis de Palenque",85325,85,"Casanare",2012,9994.03768818264,9996.77665289245,9997.56963703824,9990.94103518915,94.131059519571,967.501717633504,NA,NA,NA
"11058","San José del Fragua",18610,18,"Caquetá",2012,9998.06940391039,9991.46784614066,9998.01922405906,9980.3394072185,94.6800950423249,975.994836676588,NA,NA,NA
"11059","San Onofre",70713,70,"Sucre",2012,9991.032328585,9997.20694178222,9997.60722718785,9989.97424185286,91.5503875968992,973.770283180167,NA,NA,NA
"11060","La Vega",25402,25,"Cundinamarca",2012,9996.23361360615,9997.86198430555,9998.71443081965,9992.04492570948,89.7903188625373,987.025120857403,NA,NA,NA
"11061","San Miguel",86757,86,"Putumayo",2012,9997.66572362197,9992.71478738786,9999.69722134596,9994.97525870916,94.4742364187456,983.427416566639,NA,NA,NA
"11062","San Juanito",50686,50,"Meta",2012,9992.48100605469,9997.26210892399,9992.38168502812,9979.99974929964,94.2866282789507,978.382,NA,NA,NA
"11063","Nueva Granada",47460,47,"Magdalena",2012,9998.9276218367,9996.83176792551,9998.09057295649,9997.16810779069,94.1322036046476,970.773870070723,NA,NA,NA
"11064","Santa Rosa de Osos",5686,5,"Antioquia",2012,9998.4500612493,9989.59418108454,9999.30858134166,9996.52028197163,90.5926857439809,985.930375944245,NA,NA,NA
"11065","San Pedro los Milagros",5664,5,"Antioquia",2012,9999.02330803846,9997.02330521428,9999.12301959213,9997.88314103317,89.0874631359877,984.330985510727,NA,NA,NA
"11066","San Vicente Ferrer",5674,5,"Antioquia",2012,9999.16211348253,9997.91727597486,9999.2575998056,9998.09792277963,90.8381001460106,984.712435220477,NA,NA,NA
"11067","Cravo Norte",81220,81,"Arauca",2012,9997.09449161288,9995.13729336057,9997.21837132583,9988.18935073907,94.4576676785127,970.694908835766,NA,NA,NA
"11068","La Sierra",19392,19,"Cauca",2012,9998.42123827044,9997.23767639455,9999.83322614281,9995.21490554098,92.9626816066224,980.131904457742,NA,NA,NA
"11069","San Cayetano",54673,54,"Norte de Santander",2012,9996.75117504657,9995.50114384798,9994.84633608338,9982.53345089569,94.2240526010237,989.144517899958,NA,NA,NA
"11070","La Ceja",5376,5,"Antioquia",2012,9998.74218383837,9997.51503517872,9996.30421676778,9998.51887474579,90.8758727784063,989.567485350314,NA,NA,NA
"11071","La Merced",17388,17,"Caldas",2012,9988.93678505426,9997.67460090067,9996.88597038651,9982.2415747413,92.5611397726342,982.80951195455,NA,NA,NA
"11072","La Apartada",23350,23,"Córdoba",2012,9999.50456177556,9997.85932953082,9998.42007081451,9996.62821312113,90.952091900793,976.31954709358,NA,NA,NA
"11073","Villa Caro",54871,54,"Norte de Santander",2012,9992.56624848696,9996.26434032672,9988.43009203399,9986.75569711253,93.4522600727847,974.943627065457,NA,NA,NA
"11074","La Estrella",5380,5,"Antioquia",2012,9993.9135362122,9991.06940732088,9998.38787396463,9991.66698068972,90.0029793736388,989.172041186276,NA,NA,NA
"11075","San Juan del Cesar",44650,44,"La Guajira",2012,9992.19647312706,9999.72292559442,9992.78967000186,9964.54836413224,90.6882326469893,982.793955943924,NA,NA,NA
"11076","Sabana de Torres",68655,68,"Santander",2012,9976.1628760853,9998.07114399398,9982.56268992973,9948.4833113455,92.4401830327685,986.98,NA,NA,NA
"11077","La Argentina",41378,41,"Huila",2012,9996.28237881503,9996.92989514928,9995.03324340931,9979.27983807996,94.0963172855235,980.882565163185,NA,NA,NA
"11078","La Victoria",91430,91,"Amazonas",2012,9995.86455038432,9998.64312948615,9991.84010509526,9990.52667294619,94.1730831310528,925.5043,NA,NA,NA
"11079","San Juan de Betulia",70702,70,"Sucre",2012,9996.57437725319,9999.06854296325,9995.1277810146,9984.00876730476,91.5503875968992,980.61,NA,NA,NA
"11080","Buenos Aires",19110,19,"Cauca",2012,9998.46,9993.38,9999.94,9996.3,93.0448,971.52,NA,NA,NA
"11081","Puerto Rico",50590,50,"Meta",2012,9996.78,9995.05,9996.63,9992.99,94.2866,969.266,NA,NA,NA
"11082","Sabanas de San Ángel",47660,47,"Magdalena",2012,9999.36,9998.22,9998.86,9997.89,93.9704,967.996,NA,NA,NA
"11083","Buenavista",15109,15,"Boyacá",2012,9995.07,9998.69,9971.51,9978.4,90.2827,984.766,NA,NA,NA
"11084","Guática",66318,66,"Risaralda",2012,9993.78,9995.51,9993.97,9983.21,92.1228,980.69,NA,NA,NA
"11085","Páramo",68533,68,"Santander",2012,9986.36,9998.5,9991.87,9975.25,92.6315,987.837,NA,NA,NA
"11086","Soracá",15764,15,"Boyacá",2012,9980.75,9999.35,9983.65,9954.72,89.6986,982.435,NA,NA,NA
"11087","Covarachía",15218,15,"Boyacá",2012,9996.65,9999.21,9995.26,9987.09,90.5865,968.263,NA,NA,NA
"11088","Chinú",23182,23,"Córdoba",2012,9998.21,9998.7,9998.24,9997.31,91.5369,975.736,NA,NA,NA
"11089","Tuta",15837,15,"Boyacá",2012,9991.01,9998.95,9987.83,9975.58,91.2744,983.819,NA,NA,NA
"11090","Patía",19532,19,"Cauca",2012,9988.35,9994.17,9999.67,9979.93,92.0772,981.812,NA,NA,NA
"11091","Tarapacá",91798,91,"Amazonas",2012,9997.35,9998.64,9997.1,9996.74,94.4266,958.768,NA,NA,NA
"11092","Miraflores",15455,15,"Boyacá",2012,9996.89,9998.96,9968.01,9975.26,92.2749,987.737,NA,NA,NA
"11093","Arcabuco",15051,15,"Boyacá",2012,9991.3,9997.94,9995.35,9977.98,91.5178,987.396,NA,NA,NA
"11094","Mitú",97001,97,"Vaupés",2012,9993.92,9999.76,9999.76,9984.12,94.8276,964.846,NA,NA,NA
"11095","San Bernardo",52685,52,"Nariño",2012,9999.65,9999.42,9999.57,9997.48,91.958,981.95,NA,NA,NA
"11096","Chinchiná",17174,17,"Caldas",2012,9957.07,9993.73,9993.36,9952.8,92.46,983.906,NA,NA,NA
"11097","Ventaquemada",15861,15,"Boyacá",2012,9987.33,9999.61,9987.17,9964.7,89.5795,985.661,NA,NA,NA
"11098","San Carlos",23678,23,"Córdoba",2012,9999.36,9998.78,9999.36,9998.8,90.743,976.82,NA,NA,NA
"11099","Briceño",15106,15,"Boyacá",2012,9996.3,9999.19,9992.21,9988.38,91.1216,985.132,NA,NA,NA
"11100","Sabanagrande",8634,8,"Atlántico",2012,9995.65,9998.16,9996.18,9995.17,91.2209,980.974,NA,NA,NA
"11101","Albán",52019,52,"Nariño",2012,9998.79,9999.51,9996.94,9992.47,90.8612,983.21,NA,NA,NA
"11102","Puerto Leguízamo",86573,86,"Putumayo",2012,9993.59,9994.24,9993.1,9987.95,94.4742,979.432,NA,NA,NA
"11103","Cumbitara",52233,52,"Nariño",2012,9999.57,9998.11,9999.46,9996.86,91.2814,970.998,NA,NA,NA
"11104","Chía",25175,25,"Cundinamarca",2012,9994.68,9999.74,9998.02,9996.1,88.9949,989.14,NA,NA,NA
"11105","San Jacinto",13654,13,"Bolívar",2012,9998.05,9997.51,9993.72,9983.67,92.1816,975.691,NA,NA,NA
"11106","Cáchira",54128,54,"Norte de Santander",2012,9995.87,9996.86,9994.82,9986.47,93.0131,989.214,NA,NA,NA
"11107","Fusagasugá",25290,25,"Cundinamarca",2012,9996.41,9998.92,9998.6,9993.47,92.116,987.953,NA,NA,NA
"11108","Ebéjico",5240,5,"Antioquia",2012,9998.86,9996.5,9999.07,9998.73,91.2857,983.92,NA,NA,NA
"11109","Albán",25019,25,"Cundinamarca",2012,9994.98,9998.88,9998.69,9994.58,90.5961,985.347,NA,NA,NA
"11110","Pácora",17513,17,"Caldas",2012,9991.65,9997.54,9997.87,9983.22,92.4046,980.98,NA,NA,NA
"11111","Güepsa",68327,68,"Santander",2012,9967.94,9998.41,9970.47,9958.66,92.6504,983.626,NA,NA,NA
"11112","Santa Rosa del Sur",13688,13,"Bolívar",2012,9998.66,9997.02,9996.37,9993.47,94.5667,981.721,NA,NA,NA
"11113","Yolombó",5890,5,"Antioquia",2012,9998.53,9994.74,9999.37,9997.68,91.8733,984.365,NA,NA,NA
"11114","Tota",15822,15,"Boyacá",2012,9997.96,9998.66,9995.53,9973.08,90.4005,974.654,NA,NA,NA
"11115","San Sebastián de Mariquita",73443,73,"Tolima",2012,9973.53,9994.58,9999.67,9963.83,93.3693,986.273,NA,NA,NA
"11116","Río de Oro",20614,20,"Cesar",2012,9996.24,9997.83,9999.51,9994.59,92.1867,983.146,NA,NA,NA
"11117","Iza",15362,15,"Boyacá",2012,9989.51,9999.16,9991.4,9984.62,90.3767,986.19,NA,NA,NA
"11118","Cubará",15223,15,"Boyacá",2012,9996.97,9996.24,9996.22,9994.13,91.6217,975.281,NA,NA,NA
"11119","Toribío",19821,19,"Cauca",2012,9999.03,9998.1,9999.93,9992,92.4191,976.103,NA,NA,NA
"11120","Villanueva",13873,13,"Bolívar",2012,9998.79,9997.01,9993.47,9986.19,92.6504,963.078,NA,NA,NA
"11121","Funes",52287,52,"Nariño",2012,9999.11,9995.61,9998.95,9993.79,91.3493,977.923,NA,NA,NA
"11122","Gachantivá",15293,15,"Boyacá",2012,9996.45,9999.2,9967.32,9974.73,90.2384,981.18,NA,NA,NA
"11123","Panqueba",15522,15,"Boyacá",2012,9994.72,9999.11,9989.27,9955.27,90.0843,980.195,NA,NA,NA
"11124","Córdoba",63212,63,"Quindio",2012,9976.65,9996.15,9994.34,9966.33,93.3244,986.648,NA,NA,NA
"11125","San Felipe",94883,94,"Guainía",2012,9996.35,9998.83,9995.69,9995.54,94.4112,974.615,NA,NA,NA
"11126","Nariño",25483,25,"Cundinamarca",2012,9995.87,9998.66,9998.09,9992.99,89.9384,982.232,NA,NA,NA
"11127","Alejandría",5021,5,"Antioquia",2012,9997.21,9997.95,9998.39,9997,91.3003,981.24,NA,NA,NA
"11128","Cajicá",25126,25,"Cundinamarca",2012,9996.53,9999.07,9996.37,9996.26,89.6343,989.249,NA,NA,NA
"11129","El Charco",52250,52,"Nariño",2012,9997.13,9996.61,9999.76,9994.5,90.9566,964.733,NA,NA,NA
"11130","Ciénaga",47189,47,"Magdalena",2012,9991.11,9998.1,9993.46,9987.82,91.4328,986.094,NA,NA,NA
"11131","Landázuri",68385,68,"Santander",2012,9992.19,9998.32,9996.01,9983.92,92.5662,975.357,NA,NA,NA
"11132","Orocué",85230,85,"Casanare",2012,9987.59,9997.2,9997.69,9980.59,94.1638,960.93,NA,NA,NA
"11133","Almeida",15022,15,"Boyacá",2012,9991.7,9999.13,9993.59,9974.11,90.4528,981.883,NA,NA,NA
"11134","Colón",86219,86,"Putumayo",2012,9996.9,9997.26,9985.87,9990.14,94.4742,982.663,NA,NA,NA
"11135","La Calera",25377,25,"Cundinamarca",2012,9998.07,9999.18,9998.29,9994.94,87.9594,988.118,NA,NA,NA
"11136","Guadalajara de Buga",76111,76,"Valle del Cauca",2012,9976.8,9991.44,9989.02,9970.04,91.718,988.984,NA,NA,NA
"11137","La Paz",20621,20,"Cesar",2012,9996.31,9997.53,9999.56,9994.42,91.2241,974.6,NA,NA,NA
"11138","San Luis de Cubarral",50223,50,"Meta",2012,9995.16,9994.76,9992.06,9980.36,94.2866,983.212,NA,NA,NA
"11139","Puerto Lleras",50577,50,"Meta",2012,9993.45,9992.61,9992.5,9971.07,94.2866,962.441,NA,NA,NA
"11140","Valle del Guamuez",86865,86,"Putumayo",2012,9997.82,9995.84,9998.68,9995.84,94.4742,975.172,NA,NA,NA
"11141","Fuente de Oro",50287,50,"Meta",2012,9995.41,9995.17,9993.11,9983.45,94.2866,975.648,NA,NA,NA
