"","municipality","code","DP","state","year","eb_ntp","eb_nmr","eb_ndvr","eb_npir","eb_nubr","nimr","Litr","nmpr","nmrpr"
"11142","Palmas del Socorro",68524,68,"Santander",2012,9979.26,9998.39,9968.35,9956.59,92.6304,978.661,NA,NA,NA
"11143","San Juan de Arama",50683,50,"Meta",2012,9993.68,9998.04,9990.67,9982.49,94.2866,973.133,NA,NA,NA
"11144","San Diego",20750,20,"Cesar",2012,9994.09,9997.82,9999.5,9988.26,90.6232,977.001,NA,NA,NA
"11145","Los Patios",54405,54,"Norte de Santander",2012,9995.73,9995.85,9996.15,9987.5,94.6395,989.885,NA,NA,NA
"11146","San Miguel",68686,68,"Santander",2012,9992.08,9998.48,9991.37,9982.42,92.6573,972.775,NA,NA,NA
"11147","San Carlos de Guaroa",50680,50,"Meta",2012,9994.5,9996.14,9991.34,9978.13,94.2866,976.679,NA,NA,NA
"11148","Villa del Rosario",54874,54,"Norte de Santander",2012,9995.58,9993.71,9997.55,9989.91,93.9761,988.627,NA,NA,NA
"11149","Paz de Ariporo",85250,85,"Casanare",2012,9984.54,9995.95,9980.46,9970.24,94.1614,972.811,NA,NA,NA
"11150","El Dorado",50270,50,"Meta",2012,9990.06,9997.9,9992.39,9972,94.2866,978.767,NA,NA,NA
"11151","El Banco",47245,47,"Magdalena",2012,9998.03,9997.2,9993.36,9977.21,91.9465,985.02,NA,NA,NA
"11152","El Carmen",54245,54,"Norte de Santander",2012,9997.41,9995.19,9995.3,9992.3,94.1087,985.692,NA,NA,NA
"11153","El Tambo",19256,19,"Cauca",2012,9995.85,9993.18,9999.13,9992.83,92.0529,978.058,NA,NA,NA
"11154","El Roble",70233,70,"Sucre",2012,9996.77,9998.98,9996.61,9992.58,91.5504,974.796,NA,NA,NA
"11155","El Tarra",54250,54,"Norte de Santander",2012,9995.1,9993.19,9994.83,9980.62,94.2948,975.931,NA,NA,NA
"11156","El Carmen de Viboral",5148,5,"Antioquia",2012,9993.75,9997.42,9998.7,9991.87,90.89,986.177,NA,NA,NA
"11157","El Guacamayo",68245,68,"Santander",2012,9991.1,9998.47,9988.22,9980.85,92.6712,978.771,NA,NA,NA
"11158","El Cairo",76246,76,"Valle del Cauca",2012,9994,9992.73,9994.93,9987.19,90.7596,979.734,NA,NA,NA
"11159","El Retorno",95025,95,"Guaviare",2012,9999.28,9995.82,9998.97,9995.63,92.6613,970.309,NA,NA,NA
"11160","El Molino",44110,44,"La Guajira",2012,9997.73,9999.11,9997.85,9990.07,92.0172,974.883,NA,NA,NA
"11161","El Zulia",54261,54,"Norte de Santander",2012,9997.37,9991.07,9996.91,9986.89,94.2703,987.98,NA,NA,NA
"11162","El Bagre",5250,5,"Antioquia",2012,9999.47,9992.9,9999.48,9999.42,92.7293,980.16,NA,NA,NA
"11163","El Santuario",5697,5,"Antioquia",2012,9999.08,9999.58,9998.88,9999.34,89.9269,989.655,NA,NA,NA
"11164","El Calvario",50245,50,"Meta",2012,9989.63,9997.37,9990.02,9985.47,94.2866,974.985,NA,NA,NA
"11165","El Encanto",91263,91,"Amazonas",2012,9997.53,9998.64,9997.45,9997.14,94.4266,949.32,NA,NA,NA
"11166","El Colegio",25245,25,"Cundinamarca",2012,9995.54,9998.29,9997.98,9992.42,91.1609,988.479,NA,NA,NA
"11167","El Copey",20238,20,"Cesar",2012,9996.41,9997.64,9999.34,9995.78,91.3946,979.519,NA,NA,NA
"11168","El Castillo",50251,50,"Meta",2012,9995.7,9996.38,9995.4,9988.04,94.2866,977.914,NA,NA,NA
"11169","El Rosal",25260,25,"Cundinamarca",2012,9997.69,9999.23,9989.84,9989.48,89.053,982.681,NA,NA,NA
"11170","Agua de Dios",25001,25,"Cundinamarca",2012,9995.76,9998.74,9993.91,9993.87,91.6023,984.947,NA,NA,NA
"11171","El Dovio",76250,76,"Valle del Cauca",2012,9992.59,9986.7,9987.97,9982.48,90.9539,981.649,NA,NA,NA
"11172","El Cerrito",76248,76,"Valle del Cauca",2012,9977.27,9991.9,9975.2,9966.29,91.3901,986.749,NA,NA,NA
"11173","El Paso",20250,20,"Cesar",2012,9996.68,9997.53,9999.43,9987.97,91.5723,976.168,NA,NA,NA
"11174","Guateque",15322,15,"Boyacá",2012,9989.4,9998.97,9977.26,9956.77,91.5678,987.493,NA,NA,NA
"11175","Briceño",5107,5,"Antioquia",2012,9998.48,9986.37,9998.87,9992.33,90.9082,973.85,NA,NA,NA
"11176","Magüí",52427,52,"Nariño",2012,9999.7,9998.2,9999.62,9997.81,91.2425,963.52,NA,NA,NA
"11177","San José del Palmar",27660,27,"Chocó",2012,9997.27,9986.69,9993.55,9992.9,93.6589,975.49,NA,NA,NA
"11178","Ospina",52506,52,"Nariño",2012,9999.31,9998.96,9999.16,9996.12,90.2987,979.227,NA,NA,NA
"11179","Vianí",25867,25,"Cundinamarca",2012,9996.45,9998.3,9998.46,9996.95,89.9966,982.77,NA,NA,NA
"11180","San Martín",20770,20,"Cesar",2012,9996.5,9997.41,9999.14,9994.68,91.8719,976.959,NA,NA,NA
"11181","El Guamo",13248,13,"Bolívar",2012,9996.25,9998.39,9995.93,9988.16,92.5201,975.88,NA,NA,NA
"11182","Gómez Plata",5310,5,"Antioquia",2012,9998.85,9995.11,9998.59,9998.72,90.4603,986.82,NA,NA,NA
"11183","Barranco Minas",94343,94,"Guainía",2012,9997.95,9998.73,9997.97,9997.97,94.4112,959.42,NA,NA,NA
"11184","Puerto López",50573,50,"Meta",2012,9985.36,9994.42,9991.45,9975.33,94.2866,976.455,NA,NA,NA
"11185","Ráquira",15600,15,"Boyacá",2012,9996.26,9999.13,9996.56,9982.54,90.3777,980.62,NA,NA,NA
"11186","San Martín de Loba",13667,13,"Bolívar",2012,9998.04,9998.06,9994.6,9991.51,92.8234,969.157,NA,NA,NA
"11187","Cacahual",94886,94,"Guainía",2012,9996.67,9998.78,9996.21,9996.11,94.0507,967.9,NA,NA,NA
"11188","Guachucal",52317,52,"Nariño",2012,9997.19,9998.31,9995.42,9994.28,91.1504,983.159,NA,NA,NA
"11189","Galán",68296,68,"Santander",2012,9989.23,9998.48,9991.43,9982.54,92.7592,979.57,NA,NA,NA
"11190","Bolívar",19100,19,"Cauca",2012,9998.27,9996.07,9999.52,9996.11,90.337,980.362,NA,NA,NA
"11191","Campohermoso",15135,15,"Boyacá",2012,9997.29,9998.5,9990.24,9981.88,90.9659,981.97,NA,NA,NA
"11192","El Peñón",13268,13,"Bolívar",2012,9998.58,9998.43,9998.84,9994.31,91.4773,971.33,NA,NA,NA
"11193","Somondoco",15761,15,"Boyacá",2012,9997.26,9999.26,9990.13,9979.81,90.5865,986.068,NA,NA,NA
"11194","Santa Rosa",13683,13,"Bolívar",2012,9999.35,9998.41,9994.87,9993.91,90.282,972.08,NA,NA,NA
"11195","Guapí",19318,19,"Cauca",2012,9997.74,9996.12,9999.29,9988.12,91.9932,969.342,NA,NA,NA
"11196","Nemocón",25486,25,"Cundinamarca",2012,9997.79,9999.14,9998.64,9994.42,88.3689,988.192,NA,NA,NA
"11197","Valparaíso",5856,5,"Antioquia",2012,9998.05,9993.97,9998.68,9994.6,90.6199,981.451,NA,NA,NA
"11198","Condoto",27205,27,"Chocó",2012,9999,9996.22,9999.78,9967.39,92.4221,958.667,NA,NA,NA
"11199","Aquitania",15047,15,"Boyacá",2012,9996.81,9998.41,9989.37,9967.03,89.1274,979.489,NA,NA,NA
"11200","Armero",73055,73,"Tolima",2012,9983.74,9997.83,9999.26,9950.81,93.5076,981.545,NA,NA,NA
"11201","Abejorral",5002,5,"Antioquia",2013,9997.35045360309,9996.67680378375,9999.15980954136,9998.22393221226,89.8384326384051,986.562476993187,NA,NA,NA
"11202","Acevedo",41006,41,"Huila",2013,9996.49921574432,9996.24338757121,9989.6193401844,9990.16575208576,93.0389110890211,970.325316058855,NA,NA,NA
"11203","Agrado",41013,41,"Huila",2013,9993.4261692489,9997.4047732061,9983.04744222064,9974.50088382797,92.9859440686574,981.425118774395,NA,NA,NA
"11204","El Águila",76243,76,"Valle del Cauca",2013,9995.80216753871,9990.55230302868,9994.67540140291,9984.61878866743,91.2397980688482,983.417260227541,NA,NA,NA
"11205","Aguachica",20011,20,"Cesar",2013,9987.89717192739,9995.80846810712,9998.4048101718,9981.03354955499,93.5821811895831,982.256887634443,NA,NA,NA
"11206","Aguada",68013,68,"Santander",2013,9990.63374121067,9998.49424877046,9985.34192455398,9972.69433002347,92.9519925779309,980.283517661637,NA,NA,NA
"11207","Aguadas",17013,17,"Caldas",2013,9993.58352918683,9996.69711307155,9995.11696415194,9988.71908971965,92.6038699538356,987.563251187637,NA,NA,NA
"11208","Aguazul",85010,85,"Casanare",2013,9977.4061575821,9998.03450765205,9953.74019396876,9961.59459528461,94.4858520552982,980.91422280268,NA,NA,NA
"11209","Sativanorte",15720,15,"Boyacá",2013,9996.30162720203,9999.20880732049,9992.89095384035,9981.95611871666,91.3359095590101,979.846557915474,NA,NA,NA
"11210","Aipe",41016,41,"Huila",2013,9993.60298694871,9997.60980654918,9994.06194982291,9980.42064675528,94.6215772918132,983.964708331276,NA,NA,NA
"11211","Albania",44035,44,"La Guajira",2013,9997.00849866394,9998.01310743014,9995.71206886782,9991.59904796318,89.7774459331978,971.500570415041,NA,NA,NA
"11212","Albania",68020,68,"Santander",2013,9993.84827019307,9998.74901570452,9990.35602069033,9987.00289574312,92.8986245980277,976.122171493031,NA,NA,NA
"11213","Algarrobo",47030,47,"Magdalena",2013,9999.20982888438,9997.04070293832,9996.68367544426,9995.21935917572,92.1281377479545,975.141363158707,NA,NA,NA
"11214","Algeciras",41020,41,"Huila",2013,9998.30806708434,9996.48391241304,9996.19930185859,9987.42585907985,93.4715165508199,978.184605956721,NA,NA,NA
"11215","Almaguer",19022,19,"Cauca",2013,9999.23068052837,9996.54111545363,9999.73798953089,9996.13236986835,89.8174382234833,972.095164601118,NA,NA,NA
"11216","Alpujarra",73024,73,"Tolima",2013,9996.60278383991,9998.23808865745,9996.25311173947,9965.49371890912,93.7393526405451,976.002648403213,NA,NA,NA
"11217","Altamira",41026,41,"Huila",2013,9980.13696390013,9997.3328366329,9988.99769066612,9968.64690393628,93.3707806137883,987.402451600032,NA,NA,NA
"11218","San Pedro de Urabá",5665,5,"Antioquia",2013,9998.57083617151,9998.21071366658,9999.14730820746,9996.47792267515,90.8792028727988,969.036501266307,NA,NA,NA
"11219","Tangua",52788,52,"Nariño",2013,9992.62150729381,9998.31281063239,9996.52858777942,9968.56420457024,90.3558230406069,978.80024469283,NA,NA,NA
"11220","Alvarado",73026,73,"Tolima",2013,9984.59130386762,9996.54361015849,9995.16233431551,9974.29709173959,93.7393526405451,983.943906872556,NA,NA,NA
"11221","Amalfi",5031,5,"Antioquia",2013,9998.44916262328,9994.1384153539,9998.89909316243,9997.59417982376,91.4624682853554,985.984673751329,NA,NA,NA
"11222","Ambalema",73030,73,"Tolima",2013,9991.10668647404,9996.74476933186,9996.84217695727,9954.7649004142,93.7393526405451,984.617769475628,NA,NA,NA
"11223","Anapoima",25035,25,"Cundinamarca",2013,9995.98623387476,9998.24010769335,9999.23311962057,9991.50695924964,89.7637139025034,986.500550692129,NA,NA,NA
"11224","Andes",5034,5,"Antioquia",2013,9999.21633131244,9993.48406307683,9999.18634543283,9996.27277943844,90.4950201999709,987.076831789524,NA,NA,NA
"11225","Angostura",5038,5,"Antioquia",2013,9989.15568643761,9997.97256526156,9998.8405403755,9990.67788439142,89.9674312653955,973.941892799796,NA,NA,NA
"11226","Anolaima",25040,25,"Cundinamarca",2013,9998.57507375229,9998.61505989069,9999.21686089858,9995.9866615707,88.8435218014477,985.313377440689,NA,NA,NA
"11227","Anserma",17042,17,"Caldas",2013,9990.82913032816,9996.82870919667,9997.09746692224,9983.44735548066,92.6038699538356,990.960627327654,NA,NA,NA
"11228","Ansermanuevo",76041,76,"Valle del Cauca",2013,9993.34150747174,9991.27282487214,9996.20061055739,9986.82535073186,91.2584644664948,980.9661525739,NA,NA,NA
"11229","Apulo",25599,25,"Cundinamarca",2013,9995.95405745713,9996.79455855487,9998.97163541103,9997.69937323442,89.0578598815969,986.53035135336,NA,NA,NA
"11230","Aracataca",47053,47,"Magdalena",2013,9995.94003378053,9998.19656914501,9993.32244928396,9987.07030361377,92.701924307576,983.828621847389,NA,NA,NA
"11231","Aranzazu",17050,17,"Caldas",2013,9993.6373111571,9997.56436662822,9995.56323629092,9984.91214198297,92.6038699538356,983.417124468697,NA,NA,NA
"11232","Aratoca",68051,68,"Santander",2013,9990.654211504,9998.9457232481,9988.65856964923,9977.92715942735,93.9452251635731,981.013799440015,NA,NA,NA
"11233","Arauca",81001,81,"Arauca",2013,9985.70222521017,9998.18395156534,9976.11394662798,9966.6244069557,94.2469102571365,976.789998626781,NA,NA,NA
"11234","Arauquita",81065,81,"Arauca",2013,9998.64203639803,9994.02454805654,9996.30097482851,9993.5922192239,94.2941399669136,976.43855368077,NA,NA,NA
"11235","Arboledas",54051,54,"Norte de Santander",2013,9997.81461433917,9997.03538600018,9993.47785792592,9986.38925179058,93.6538857758416,986.989078015505,NA,NA,NA
"11236","Arboletes",5051,5,"Antioquia",2013,9998.58217819207,9998.05661415217,9996.95396992044,9992.29278759691,91.1695587437752,977.65984216466,NA,NA,NA
"11237","Argelia",5055,5,"Antioquia",2013,9997.54753933127,9996.99956702223,9995.92311078166,9994.33064870898,91.2252510972058,980.809007771511,NA,NA,NA
"11238","Argelia",19050,19,"Cauca",2013,9999.37555396476,9995.80220640253,9999.78207801355,9984.86458246656,92.996687902688,967.229122715052,NA,NA,NA
"11239","Argelia",76054,76,"Valle del Cauca",2013,9989.92347981455,9992.63011877019,9992.46611910431,9984.69375211001,91.1986155255993,983.165992779575,NA,NA,NA
"11240","Armenia",5059,5,"Antioquia",2013,9997.35125750011,9993.96742451335,9998.22664587541,9997.36358495641,91.1589771547692,980.997093779938,NA,NA,NA
"11241","Armenia",63001,63,"Quindio",2013,9958.7936577668,9996.8466076295,9992.25346347328,9960.71538859141,93.0824008138352,990.515203859129,NA,NA,NA
"11242","Mallama",52435,52,"Nariño",2013,9998.16118701132,9997.16534002778,9995.87501053424,9990.30978961804,90.9814321308913,971.647327285093,NA,NA,NA
"11243","Astrea",20032,20,"Cesar",2013,9998.55648528266,9997.64075961229,9999.26067756499,9997.50876304698,93.4416116305269,966.764437706629,NA,NA,NA
"11244","Ataco",73067,73,"Tolima",2013,9993.97507709717,9997.04760242644,9998.58340733617,9983.78324037912,93.7393526405451,966.429237161691,NA,NA,NA
"11245","Tadó",27787,27,"Chocó",2013,9988.81460413888,9995.23889602836,9992.45326181313,9950.33603068994,92.1524692888983,965.682544703885,NA,NA,NA
"11246","Socotá",15755,15,"Boyacá",2013,9997.66994608274,9999.44465213799,9997.00597073035,9991.07160966118,90.4410494465499,976.39982396401,NA,NA,NA
"11247","Balboa",19075,19,"Cauca",2013,9998.19382918494,9995.65219138698,9999.77425196557,9996.33709032213,90.9562753705263,979.360822733438,NA,NA,NA
"11248","Balboa",66075,66,"Risaralda",2013,9995.15207183244,9996.02356483967,9988.36000480738,9973.1557069858,93.1853319803233,983.388426435895,NA,NA,NA
"11249","Baraya",41078,41,"Huila",2013,9991.80855867335,9997.1898422609,9985.55911567564,9956.6106132889,93.9245066902685,984.952,NA,NA,NA
"11250","Santa María",15690,15,"Boyacá",2013,9997.59999945999,9999.29168515589,9991.58730256256,9987.50049310836,91.1409915778442,984.481213734517,NA,NA,NA
"11251","Morelia",18479,18,"Caquetá",2013,9993.40985150602,9991.38874954488,9997.56244091904,9991.22646613765,93.9491678493098,982.81698153573,NA,NA,NA
"11252","El Paujíl",18256,18,"Caquetá",2013,9996.62226681232,9991.27428062668,9999.2606796541,9989.27122585491,93.9491678493098,977.29932276364,NA,NA,NA
"11253","Boavita",15097,15,"Boyacá",2013,9997.34501737686,9999.41229249992,9994.53045231654,9985.37558254029,91.326360527785,983.965075405486,NA,NA,NA
"11254","Boyacá",15104,15,"Boyacá",2013,9997.82002206171,9999.31239245371,9986.16708409662,9980.14721008561,90.8515917956934,982.934808534191,NA,NA,NA
"11255","Sora",15762,15,"Boyacá",2013,9996.89923485569,9999.24046781035,9981.86892980715,9975.33624108907,91.4251062239593,980.804267640859,NA,NA,NA
"11256","Sutamarchán",15776,15,"Boyacá",2013,9995.26985479214,9998.80844692371,9988.54545078432,9968.89980210935,91.0964801418574,967.189478250713,NA,NA,NA
"11257","Santa Bárbara de Pinto",47720,47,"Magdalena",2013,9999.20296711995,9997.96487936713,9998.50230326775,9997.21165197785,92.5869605045476,985.714365324076,NA,NA,NA
"11258","San Jacinto del Cauca",13655,13,"Bolívar",2013,9998.64636382448,9998.3285992722,9999.43063551687,9997.31324884464,91.9415896875358,961.950601465907,NA,NA,NA
"11259","Gámeza",15296,15,"Boyacá",2013,9997.98353850895,9999.32972512809,9991.25980946713,9979.91562137007,91.2100402929796,977.924781647347,NA,NA,NA
"11260","Sipí",27745,27,"Chocó",2013,9998.78555433452,9995.17169416981,9997.02863599563,9984.68246017763,91.3583967930288,974.930760052572,NA,NA,NA
"11261","Villamaría",17873,17,"Caldas",2013,9988.36367652043,9996.87525845401,9996.55931283937,9984.39381747349,92.6038699538356,989.3728,NA,NA,NA
"11262","San José la Montaña",5658,5,"Antioquia",2013,9994.88121864215,9997.29123174763,9997.26859374858,9992.52949143386,90.883478805082,985.050076246216,NA,NA,NA
"11263","Solano",18756,18,"Caquetá",2013,9999.65964087024,9996.43996438075,9998.57719910049,9994.83780046352,93.9491678493098,965.683,NA,NA,NA
"11264","San Andrés de Cuerquía",5647,5,"Antioquia",2013,9998.00221545817,9994.15405169536,9997.82195597694,9990.8960511991,91.0585045951263,985.775246439539,NA,NA,NA
"11265","Manaure Balcón del Cesar",20443,20,"Cesar",2013,9998.0681561499,9998.50009010704,9998.87624479862,9991.84343144866,91.7649750859286,983.361509928138,NA,NA,NA
"11266","Belalcázar",17088,17,"Caldas",2013,9995.83329880529,9995.98348637244,9998.5906521656,9994.94832570151,92.6038699538356,985.002684324935,NA,NA,NA
"11267","Córdoba",52215,52,"Nariño",2013,9999.6200455612,9997.55208511427,9998.06886102717,9993.50363493548,91.8327595071741,964.364566017107,NA,NA,NA
"11268","Albania",18029,18,"Caquetá",2013,9997.40166305759,9994.68586137567,9997.19380222811,9994.27649856375,93.9491678493098,978.325744013955,NA,NA,NA
"11269","Sampués",70670,70,"Sucre",2013,9987.56525437386,9997.57467604932,9990.93232585768,9983.43934341664,91.3699783738693,980.580399619815,NA,NA,NA
"11270","El Retén",47268,47,"Magdalena",2013,9998.5760477459,9998.13155844724,9993.29046979579,9990.38062216454,92.9057258055368,982.752165059383,NA,NA,NA
"11271","San José de Uré",23682,23,"Córdoba",2013,9999.22921390143,9997.27489390393,9999.52013894301,9996.68608634767,91.9624710162958,978.720948837711,NA,NA,NA
"11272","López de Micay",19418,19,"Cauca",2013,9999.19136526505,9998.86845920555,9999.72638914675,9997.74260001829,90.0502706237446,975.776487413229,NA,NA,NA
"11273","Tibú",54810,54,"Norte de Santander",2013,9997.52944661371,9994.15822706873,9990.46451234882,9983.49673950033,94.2018323593337,979.286792482068,NA,NA,NA
"11274","Páez",15514,15,"Boyacá",2013,9994.19029897426,9999.23980980941,9977.85630558371,9986.6494930402,91.5297475512655,981.892,NA,NA,NA
"11275","Magangué",13430,13,"Bolívar",2013,9989.63598200074,9999.24684690942,9982.59168350014,9989.8826225162,91.7801911896165,983.63485893914,NA,NA,NA
"11276","Curití",68229,68,"Santander",2013,9987.69788462156,9998.69200305573,9992.975229699,9974.87413864111,93.1255769067571,983.116,NA,NA,NA
"11277","Santa Rosalía",99624,99,"Vichada",2013,9999.29191740998,9997.37513671163,9999.14890991112,9994.06378230341,94.5004582951421,970.777,NA,NA,NA
"11278","Taraira",97666,97,"Vaupés",2013,9996.49671859308,9999.53289581241,9999.06579162482,9986.63256367906,95.6314468353136,954.433,NA,NA,NA
"11279","Fundación",47288,47,"Magdalena",2013,9994.6644523957,9997.72483156253,9986.05034599872,9983.40893993001,93.1305583695455,987.131016474376,NA,NA,NA
"11280","Chitagá",54174,54,"Norte de Santander",2013,9997.22671881767,9996.42253375415,9978.21107402137,9980.72088006853,93.8662704257098,982.888224402496,NA,NA,NA
"11281","Barbosa",5079,5,"Antioquia",2013,9995.10915925531,9990.0971805909,9998.8892639237,9995.37105783244,91.683368396102,988.789102001036,NA,NA,NA
"11282","Barbosa",68077,68,"Santander",2013,9960.10147049409,9998.48191244532,9988.14617821398,9933.42366870252,91.6948522613202,989.186483000015,NA,NA,NA
"11283","Barichara",68079,68,"Santander",2013,9993.1633513386,9998.89276892923,9996.02303609379,9986.00841800772,92.0853141648772,985.490181208897,NA,NA,NA
"11284","Ibagué",73001,73,"Tolima",2013,9961.19580298472,9998.26993197359,9994.93146519998,9973.00369595843,93.7393526405451,989.63842801681,NA,NA,NA
"11285","Barrancabermeja",68081,68,"Santander",2013,9977.80000944994,9996.03350723349,9986.85407402537,9967.20158060672,93.712389206955,986.12208190843,NA,NA,NA
"11286","Barrancas",44078,44,"La Guajira",2013,9998.16737337192,9996.15698330064,9996.59326876314,9994.54746787427,91.0218982360024,975.868272659275,NA,NA,NA
"11287","Cotorra",23300,23,"Córdoba",2013,9996.36578325458,9998.13070938719,9999.62354468902,9990.50753037295,91.9460418117646,977.129821034862,NA,NA,NA
